"","OccurrenceID","GUID","Herbarium","Collection","Dataset","Accession","Catalog","Barcode","Other.Catalog.Numbers","Information.Withheld","Basis.of.Record","Family","Accepted.Name","Scientific.Name","Notho.Genus","Genus","Notho.Species","Specific.Epithet","Specific.Authors","Infraspecific.Rank","Notho.Infraspecies","Infraspecific.Epithet","Infraspecific.Authors","Hybrid.Symbol","X2nd.Notho.Genus","X2nd.Genus","X2nd.Notho.Species","X2nd.Specific.Epithet","X2nd.Specific.Authors","X2nd.Infraspecific.Rank","X2nd.Notho.Infraspecies","X2nd.Infraspecific.Epithet","X2nd.Infraspecific.Authors","Cultivar","Name.Qualifier","Qualifier.Position","Type.Specimen.","Type.Status","Specimen.Notes","Phenology","Origin","Cultivated.","Imaged.","Site.Number","Collector","Collector.Number","Other.Collectors","Day.Collected","Month.Collected","Year.Collected","Verbatim.Collection.Date","Country","State.or.Province","County","Locality","Site.Description","Verbatim.Elevation","Minimum.Elevation.in.Meters","Maximum.Elevation.in.Meters","Verbatim.Coordinates","Decimal.Latitude","Decimal.Longitude","Valid.LatLng","Geodetic.Datum","Coordinate.Uncertainty.in.Meters","Georeferenced.By","Georeference.Sources","Georeference.Remarks"
"354",844665,"RBCM:Botany:V186345","V","Vascular Plants",NA,"","V186345","","","","PreservedSpecimen","Hypericaceae","Hypericum scouleri","Hypericum scouleri",NA,"Hypericum","","scouleri",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"HJ: Ca. 100 plants with Juncus effusus and Petasites frigidus var. palmatus; plants average height: 20cm. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2804","Pam Janszen; Marie Fontaine",17,7,1997,"17/07/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","80 m",80,NA,"","",NA,"","","","","",""
"355",844666,"RBCM:Botany:V186346","V","Vascular Plants",NA,"","V186346","","","","PreservedSpecimen","Plantaginaceae","Penstemon davidsonii","Penstemon davidsonii",NA,"Penstemon","","davidsonii",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"HJ: Common in Catherdral Lake area. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2861","Pam Janszen; Judy Jamison",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","Texada Isalnd: Mount Shephard Road.","","740 m",740,NA,"","49.541389",-124.183889,"Y","","","","Source",""
"356",844667,"RBCM:Botany:V186347","V","Vascular Plants",NA,"","V186347","","","","PreservedSpecimen","Onagraceae","Epilobium hornemannii","Epilobium hornemannii",NA,"Epilobium","","hornemannii",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"HJ: Popn of 50 plants; also with Veronica peregrina and Carex tracyi. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2786A","Pam Janszen; Marie Fontaine",23,6,1997,"23/06/1997","Canada","British Columbia","Gulf Islands","Texada Isalnd: Anderson Bay Rd., 6km S of hydro transmission line cut.","","600 m",600,NA,"","49.583333",-124.216667,"Y","","","","Source",""
"357",851703,"RBCM:Botany:V193434","V","Vascular Plants",NA,"","V193434","","","","PreservedSpecimen","Ophioglossaceae","Botrychium simplex","Botrychium simplex",NA,"Botrychium","","simplex",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2820J","",18,7,1997,"18/07/1997","Canada","British Columbia","Gulf Islands","","","",NA,NA,"","49.666667",-124.4,"Y","","","","British Columbia Digital Gazetteer, 1996",""
"358",851704,"RBCM:Botany:V193435","V","Vascular Plants",NA,"","V193435","","","","PreservedSpecimen","Ophioglossaceae","Botrychium simplex","Botrychium simplex",NA,"Botrychium","","simplex",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2808","",18,7,1997,"18/07/1997","Canada","British Columbia","Gulf Islands","Texada Island: 1200 m S of Hydro cut on Anderson Bay Road.","","",NA,NA,"","49.666667",-124.4,"Y","","","","British Columbia Digital Gazetteer, 1996",""
"359",851705,"RBCM:Botany:V193436","V","Vascular Plants",NA,"","V193436","","","[locality and coordinates withheld; status in British Columbia: S2 (Imperiled, Red List; BCCDC)]","PreservedSpecimen","Ophioglossaceae","Botrychium ascendens","Botrychium ascendens",NA,"Botrychium","","ascendens",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2823","",18,7,1997,"18/07/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","",NA,NA,"","",NA,"","","","","",""
"360",851936,"RBCM:Botany:V193667","V","Vascular Plants",NA,"","V193667","","","","PreservedSpecimen","Lentibulariaceae","Utricularia vulgaris ssp. macrorhiza","Utricularia macrorhiza",NA,"Utricularia","","macrorhiza",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Uniformly distributed around lake shore and around islets. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2864","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","","","72 m",72,NA,"","49.695556",-124.498889,"Y","","","","Source",""
"361",852158,"RBCM:Botany:V193888","V","Vascular Plants",NA,"","V193888","","","","PreservedSpecimen","Lentibulariaceae","Utricularia gibba","Utricularia gibba",NA,"Utricularia","","gibba",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Uniformly distributed around lake shore and around islets. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2864","Pam Janszen; Marie Fontaine",23,8,1997,"23/08/1997","Canada","British Columbia","Gulf Islands","","","72 m",72,NA,"","49.695556",-124.498889,"Y","","","","Source",""
"362",1022073,"","UBC","Vascular Plants",NA,"V214197","","","","","PreservedSpecimen","Asteraceae","Symphyotrichum subspicatum","Aster subspicatus",NA,"Aster","","subspicatus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Harvey Janszen","2867","P. Janszen;  J. Jamison",23,8,1997,"1997 Aug 23","Canada","British Columbia","","Texada Island, central road at Imperial Cement Quarry.","On dry roadside and in Carex obnupta fen; Associates: Carex rostrata, C. sitchensis, Lysichiton americanum, Glyceria grandis.","100 m",100,NA,"","49.738611",-124.531389,"Y","","","","",""
"363",1022074,"","UBC","Vascular Plants",NA,"V214127","","","","","PreservedSpecimen","Poaceae","Bromus tectorum","Bromus tectorum",NA,"Bromus","","tectorum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","Y",NA,"Harvey Janszen","2659B","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","Texada Island, off Hardwood Point, at southeast end of Dick Island.","Just above sea level on southeast slopes dominated by Bromus tectorum & Trifolium tridentatum; Slope 10%, aspect 125 degrees SE,with Panicum oligosanthe etc.","2-5 m",2,5,"","49.65",-124.466667,"Y","","","","",""
"364",1022075,"","UBC","Vascular Plants",NA,"V214128","","","","[locality and coordinates withheld; status in British Columbia: S2S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Cyperaceae","Carex feta","Carex feta",NA,"Carex","","feta",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"30 clumps;grass dominated parkland previously cleared & grazed.","","","N","N",NA,"Harvey Janszen","2674","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","[Locality and coordinates withheld]","Along streamlet in overgrown farm fields dominated by ALnus rubra etc.","70 m",70,NA,"","",NA,"","","","","",""
"365",1022076,"","UBC","Vascular Plants",NA,"V214130","","","","","PreservedSpecimen","Poaceae","Schedonorus arundinaceus","Lolium arundinaceum",NA,"Lolium","","arundinaceum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Originally labelled Bromus inermis. Grass dominated parkland previously cleared & grazed,slope 10%,aspect 210 degree south.","","","N","N",NA,"Harvey Janszen","2675","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","Texada Island, 4 km south of mouat creek on west of hydro station road & 0.3 km southwest overland.","In abandoned,overgrown farm fields dominated by Bromus inermis.","70 m",70,NA,"","49.6",-124.4,"Y","","","","",""
"366",1022077,"","UBC","Vascular Plants",NA,"V214131","","","","","PreservedSpecimen","Poaceae","","Bromus sitchensis  marginatus",NA,"Bromus","","sitchensis",NA,"",NA,"marginatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope 50%,asp.229 degree sw with Rubus ursinus etc.","","","N","N",NA,"Harvey Janszen","2684","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","[Locality and coordinates withheld]","In cleared area under hydro transmission lines dominated by Mahonia aquilifolium & Rubus ursinus.","40 m",40,NA,"","",NA,"","","","","",""
"367",1022078,"","UBC","Vascular Plants",NA,"V214121","","","","","PreservedSpecimen","Apocynaceae","Apocynum androsaemifolium","Apocynum androsaemifolium",NA,"Apocynum","","androsaemifolium",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Dominated by Symphoricarpos albus & Rosa gymnocarpa.","","","N","Y",NA,"Harvey Janszen","2693","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","Texada Island, Gillies Bay road, 5.4.km  southeast of vananda.","On moss covered limestone ridge in very dry Pseudotsuga/Pinus contorta stand.","110 m",110,NA,"","49.716667",-124.516667,"Y","","","","",""
"368",1022079,"","UBC","Vascular Plants",NA,"V214115","","","","","PreservedSpecimen","Asteraceae","Artemisia suksdorfii","Artemisia suksdorfii",NA,"Artemisia","","suksdorfii",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope 80%, aspect 210s; Conservation Data Centre.","","","N","N",NA,"Harvey Janszen","2719","P. Janszen;  M. Fontaine",21,6,1997,"1997 Jun 21","Canada","British Columbia","","Texada Island, south slope of surprise Mountain.","On talus slope dominated by Koeleria macrantha with Aspidotus densa.","300 m",300,NA,"","49.716667",-124.566667,"Y","","","","",""
"369",1022080,"","UBC","Vascular Plants",NA,"V214116","","","","","PreservedSpecimen","Asteraceae","Agoseris heterophylla","Agoseris heterophylla",NA,"Agoseris","","heterophylla",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Population of 500+, slope 30-60%, aspect 210s.","","","N","N",NA,"Harvey Janszen","2732","P. Janszen;  M. Fontaine",21,6,1997,"1997 Jun 21","Canada","British Columbia","","Texada Island, south slope of surprise Mountain.","On steep,open rock outcrop by Koeleria macrantha & Carex inops.","325 m",325,NA,"","49.716667",-124.583333,"Y","","","","",""
"370",1022081,"","UBC","Vascular Plants",NA,"V214206","","","","","PreservedSpecimen","Ericaceae","Arctostaphylos columbiana","Arctostaphylos columbiana",NA,"Arctostaphylos","","columbiana",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","Y",NA,"Harvey Janszen","2772","P. Janszen;  M. Fontaine",22,6,1997,"1997 Jun 22","Canada","British Columbia","","Texada Island, at old fire lookout tower on north peak of Pocahontas Ridge.","Rock cliffs with ledges of shallow soil in Pseudotsuga menziesii stand; slope 50%, asp. 240 degrees southwest.","480 m",480,NA,"","49.7",-124.433333,"Y","","","","",""
"371",1022082,"","UBC","Vascular Plants",NA,"V214151","","","","","PreservedSpecimen","Asteraceae","Agoseris grandiflora","Agoseris grandiflora",NA,"Agoseris","","grandiflora",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope 30-60%, aspect 210 degrees south.","","","N","N",NA,"Harvey Janszen","2733","P. Janszen;  M. Fontaine",21,6,1997,"1997 Jun 21","Canada","British Columbia","","Texada Island, south slope of surprise Mountain.","On steep,open rock outcrop with areas of shallow soil.","325 m",325,NA,"","49.716667",-124.583333,"Y","","","","",""
"372",1022083,"","UBC","Vascular Plants",NA,"V214668","","","","","PreservedSpecimen","Poaceae","Bromus vulgaris","Bromus vulgaris",NA,"Bromus","","vulgaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Harvey Janszen","2670","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","Texada Island, West Hydro Station Road.","In western hemlock/red alder stand; slope 5%, aspect 200 degrees south.","85 m",85,NA,"","49.616667",-124.4,"Y","","","","",""
"373",1039982,"","UBC","Vascular Plants",NA,"V214152","","","","","PreservedSpecimen","Ericaceae","Chimaphila umbellata","Chimaphila umbellata",NA,"Chimaphila","","umbellata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope 10%.","","","N","N",NA,"Harvey Janszen","2735","P. Janszen;  M. Fontaine",21,6,1997,"1997 Jun 21","Canada","British Columbia","","Texada Island, summit of surprise Mountain.","On rocky summit ridge.","340 m",340,NA,"","49.716667",-124.583333,"Y","","","","",""
"374",1039983,"","UBC","Vascular Plants",NA,"V214194","","","","","PreservedSpecimen","Cyperaceae","Carex lyngbyei","Carex lyngbyei",NA,"Carex","","lyngbyei",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Harvey Janszen","2756A","P. Janszen;  M. Fontaine",22,6,1997,"1997 Jun 22","Canada","British Columbia","","Texada Island, tidal slough in gillies bay.","Sandy banks of tidal creek dominated by Carex lyngbyei.","1 m",1,NA,"","49.666667",-124.483333,"Y","","","","",""
"375",1039984,"","UBC","Vascular Plants",NA,"V214157","","","","","PreservedSpecimen","Cyperaceae","Carex limosa","Carex limosa",NA,"Carex","","limosa",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Harvey Janszen","2780","P. Janszen;  M. Fontaine",23,6,1997,"1997 Jun 23","Canada","British Columbia","","Unknown.","On sphagnum mat at edge of shallow lake with Carex lasiocarpa & Scrirpus acutus.","625 m",625,NA,"","49.566667",-124.266667,"Y","","","","",""
"376",1039985,"","UBC","Vascular Plants",NA,"V214159","","","","","PreservedSpecimen","Cyperaceae","Carex ovalis","Carex tracyi",NA,"Carex","","tracyi",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Harvey Janszen","2788","P. Janszen;  M. Fontaine",23,6,1997,"1997 Jun 23","Canada","British Columbia","","Texada Island, anderson bay road, 6.0km south of hydro transmission line cut.","On dry swale dominated by Ranunculus flammula & Galium trifidum.","600 m",600,NA,"","49.583333",-124.216667,"Y","","","","",""
"377",1055150,"","UBC","Vascular Plants",NA,"V214105","","","","","PreservedSpecimen","Asteraceae","Madia gracilis","Madia gracilis",NA,"Madia","","gracilis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Harvey Janszen","2658B","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","Texada Island, off hardwood point at southeast end of dick Island.","Just above sea level on se slopes dominated by Bromus tectorum & Trifolium tridentatum.","2-5 m",2,5,"","49.65",-124.466667,"Y","","","","",""
"378",1055151,"","UBC","Vascular Plants",NA,"V214135","","","","[locality and coordinates withheld; status in British Columbia: S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Asteraceae","Packera macounii","Packera macounii",NA,"Packera","","macounii",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Population of 100 plants; British Columbia Conservation Data Centre.","","","N","Y",NA,"Harvey Janszen","2694","P. Janszen;  M. Fontaine",20,6,1997,"1997 Jun 20","Canada","British Columbia","","[Locality and coordinates withheld]","On moss covered linmestone ridge in very dry Pseudotsuga menziesii/Pinus contorta stand, with Festuca occidentalis; slope 5%,aspect 195 degrees south.","110 m",110,NA,"","",NA,"","","","","",""
"379",1055152,"","UBC","Vascular Plants",NA,"V214158","","","","","PreservedSpecimen","Asteraceae","Erigeron flagellaris","Erigeron flagellaris",NA,"Erigeron","","flagellaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"1000+spread on south & se face of west peak;slope 60%,asp.150 degrees se,w/Aspidotus densa & Epilobium munitum.","","","N","N",NA,"Harvey Janszen","2740","P. Janszen;  M. Fontaine",21,6,1997,"1997 Jun 21","Canada","British Columbia","","Texada Island, south slope of west peak of surprise Mt.","On steep,open rock outcrop & talus/areas of shallow soil among Koeleria macrantha & Trifolium tridentatum.","325 m",325,NA,"","49.716667",-124.583333,"Y","","","","",""
"380",1094346,"","UBC","Vascular Plants",NA,"V214161","","","","","PreservedSpecimen","Poaceae","Glyceria borealis","Glyceria borealis",NA,"Glyceria","","borealis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Harvey Janszen","2849","P. Janszen;  M. Fontaine",21,8,1997,"1997 Aug 21","Canada","British Columbia","","Texada Island, first lake.","In deep open lake water,with Nuphar polysepalum.","390 m",390,NA,"","49.643889",-124.357778,"Y","","","","",""
"381",1094347,"","UBC","Vascular Plants",NA,"V214162","","","","[locality and coordinates withheld; status in British Columbia: S2S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Asteraceae","Jaumea carnosa","Jaumea carnosa",NA,"Jaumea","","carnosa",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Ca.10 patches covering a total of 100m.square.","","","N","N",NA,"Harvey Janszen","28653","P. Janszen;  M. Fontaine",23,8,1997,"1997 Aug 23","Canada","British Columbia","","[Locality and coordinates withheld]","On mud flats & bank with Salicornia virginiana etc.","0 m",0,NA,"","",NA,"","","","","",""
"382",1094348,"","UBC","Vascular Plants",NA,"V214160","","","","[locality and coordinates withheld; status in British Columbia: S3 (Rare, Blue List; BCCDC)]","PreservedSpecimen","Blechnaceae","Woodwardia fimbriata","Woodwardia fimbriata",NA,"Woodwardia","","fimbriata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope 30%,asp.s80w;6 crowns in 2mx4m area.","","","N","N",NA,"Harvey Janszen","2802","P. Janszen;  M. Fontaine",17,7,1997,"1997 Jul 17","Canada","British Columbia","","[Locality and coordinates withheld]","On slumped earth hollows in Thuja plicata,etc. forest.","15 m",15,NA,"","",NA,"","","","","",""
"383",1094349,"","UBC","Vascular Plants",NA,"V214104","","","","","PreservedSpecimen","Asteraceae","Gamochaeta purpurea","Gnaphalium purpureum",NA,"Gnaphalium","","purpureum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"With Festuca rubra,Holcus lanatus & Aire sp.","","","N","N",NA,"Harvey Janszen","2644","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","Texada Island, off hardwood point, at northeast end of dick Island.","On grassy slopes above sea level.","2 m",2,NA,"","49.65",-124.466667,"Y","","","","",""
"384",1094350,"","UBC","Vascular Plants",NA,"V214107","","","","","PreservedSpecimen","Ericaceae","Vaccinium","Vaccinium",NA,"Vaccinium","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sp.","as","N",NA,"Dominated by Agostris exarata & Veronica scutellata.","","","N","N",NA,"Harvey Janszen","2664","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","Texada Island, off hardwood point, on dick Island.","At edge of vernal pool on open rocky ridge.","25 m",25,NA,"","49.65",-124.466667,"Y","","","","",""
"385",1094351,"","UBC","Vascular Plants",NA,"V214126","","","","","PreservedSpecimen","Poaceae","Danthonia californica","Danthonia californica",NA,"Danthonia","","californica",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope 10%,aspect 210 degrees south,with Danthonia spicata.","","","N","N",NA,"Harvey Janszen","2673","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","Texada Island, west of hydro station road.","In abandoned overgrown farm fields dominated by Bromus inermis.","70 m",70,NA,"","49.6",-124.4,"Y","","","","",""
"386",1094352,"","UBC","Vascular Plants",NA,"V214132","","","","","PreservedSpecimen","Poaceae","Danthonia spicata","Danthonia spicata",NA,"Danthonia","","spicata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope 10%,aspect 210 degrees south.","","","N","N",NA,"Harvey Janszen","2678","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","Texada Island, 4 km south of mouat creek on west of hydro station road & 0.3km southwest overland.","In abandoned,overgrown farm fields.","70 m",70,NA,"","49.6",-124.4,"Y","","","","",""
"387",1094353,"","UBC","Vascular Plants",NA,"V214102","","","","","PreservedSpecimen","Asteraceae","Eriophyllum lanatum","Eriophyllum lanatum",NA,"Eriophyllum","","lanatum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Harvey Janszen","2681","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","Texada Island, west of hydro station.","On dry rocky fill dominated by Vicia hirsuta & Trifolium dubium.","2 m",2,NA,"","49.583333",-124.35,"Y","","","","",""
"388",1094354,"","UBC","Vascular Plants",NA,"V214134","","","","","PreservedSpecimen","Poaceae","Danthonia californica","Danthonia californica",NA,"Danthonia","","californica",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope 50%,aspect 220 degress sw.","","","N","N",NA,"Harvey Janszen","2682","P. Janszen;  M. Fontaine",19,6,1997,"1997 Jun 19","Canada","British Columbia","","Texada Island, west of hydro station transmission line cut.","In cleared area under hydro transmission lines.","40 m",40,NA,"","49.583333",-124.35,"Y","","","","",""
