scientificName,scientificNameAuthorship,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,hybrid,variety,provincial_status,national_status,global_status,linkName,linkTaxonID,provincial_status_norm,national_status_clean,national_status_norm,national_status_check,bc_list,residencyStatus,residencyStatusCheck,iNaturalistTaxonId,iNaturalistTaxonName,infraorder,genus,species,subspecies,nameStatus
Ornithomya anchineuria,Speiser,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Hippoboscoidea,Hippoboscidae,Ornithomyinae,,,,not in CDC records,,,Ornithomya anchineuria,,NA,,NA,FALSE,NA,NA,NA,1438174,Ornithomya anchineuria,Cyclorrhapha,Ornithomya,anchineuria,,accepted
Orthopyxis sp.,Agassiz,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,,,,genus not in CDC records,,,Orthopyxis,,NA,,NA,FALSE,NA,NA,NA,500952,Orthopyxis,,Orthopyxis,,,accepted
Ostrea conchaphila,Carpenter,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Ostreida,,Ostreoidea,Ostreidae,Ostreinae,,,,S3 (2003),,,Ostrea conchaphila,,s3,,NA,FALSE,blue,NA,NA,69191,Ostrea conchaphila,,Ostrea,conchaphila,,accepted
Pachycerianthus fimbriatus,McMurrich,Animalia,Cnidaria,,,Anthozoa,Ceriantharia,,Spirularia,,,Cerianthidae,,,,,not in CDC records,,,Pachycerianthus fimbriatus,47702,NA,,NA,FALSE,NA,NA,NA,47702,Pachycerianthus fimbriatus,,Pachycerianthus,fimbriatus,,accepted
Palio dubia,M. Sars,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Polycerinae,,,,genus not in CDC records,,,Palio dubia,50061,NA,,NA,FALSE,NA,NA,NA,50061,Palio dubia,Doridoidei,Palio,dubia,,accepted
Panopea generosa,Gould,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Hiatelloidea,Hiatellidae,,,,,genus not in CDC records,,,Panopea generosa,,NA,,NA,FALSE,NA,NA,NA,117618,Panopea generosa,,Panopea,generosa,,accepted
Parasagitta elegans,Verrill,Animalia,Chaetognatha,,,Sagittoidea,,,Aphragmophora,,,Sagittidae,,,,,genus not in CDC records,,,Parasagitta elegans,448318,NA,,NA,FALSE,NA,NA,NA,448318,Parasagitta elegans,,Parasagitta,elegans,,accepted
Peachia quinquecapitata,McMurrich,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Haloclavidae,,,,,not in CDC records,,,Peachia quinquecapitata,,NA,,NA,FALSE,NA,NA,NA,47814,Peachia quinquecapitata,,Peachia,quinquecapitata,,accepted
Pectinaria granulata,L.,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,Pectinariidae,,,,,not in CDC records,,,Cistenides granulata,,NA,,NA,FALSE,NA,NA,NA,464624,Cistenides granulata,,Cistenides,granulata,,unaccepted
Pedetontus submutans,Silvestri,Animalia,Arthropoda,Hexapoda,,Insecta,,,Archaeognatha,,,Machilidae,Petrobiinae,,,,not in CDC records,,,Pedetontus submutans,517769,NA,,NA,FALSE,NA,NA,NA,517769,Pedetontus submutans,,Pedetontus,submutans,,accepted
Pentidotea stenops,Benedict,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Valvifera,,Idoteidae,,,,,genus not in CDC records,,,Pentidotea stenops,,NA,,NA,FALSE,NA,NA,NA,1151497,Pentidotea stenops,,Pentidotea,stenops,,accepted
Periscepsia polita,Brooks,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Tachinidae,Dexiinae,Voriini,,,not in CDC records,,,Periscepsia polita,,NA,,NA,FALSE,NA,NA,NA,1263776,Periscepsia polita,Cyclorrhapha,Periscepsia,polita,,accepted
Perophora annectens,Ritter,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Perophoridae,,,,,genus not in CDC records,,,Perophora annectens,,NA,,NA,FALSE,NA,NA,NA,372665,Perophora annectens,,Perophora,annectens,,accepted
Phasia aurulans,Meigen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Tachinidae,Phasiinae,Phasiini,,,not in CDC records,,,Phasia aurulans,486434,NA,,NA,FALSE,NA,NA,NA,486434,Phasia aurulans,Cyclorrhapha,Phasia,aurulans,,accepted
Phidolopora pacifica,Robertson,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Celleporoidea,Phidoloporidae,,,,,genus not in CDC records,,,Phidolopora pacifica,51796,NA,,NA,FALSE,NA,NA,NA,51796,Phidolopora pacifica,,Phidolopora,pacifica,,accepted
Phlaeopterus occidentalis,Csy,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Anthophagini,,,genus is in CDC records,,,Phlaeopterus occidentalis,,NA,,NA,FALSE,NA,NA,NA,1135697,Phlaeopterus occidentalis,Staphyliniformia,Phlaeopterus,occidentalis,,accepted
Phoronis ijimai,Oka,Animalia,Phoronida,,,,,,,,,Phoronidae,,,,,genus not in CDC records,,,Phoronis ijimai,,NA,,NA,FALSE,NA,NA,NA,372139,Phoronis ijimai,,Phoronis,ijimai,,accepted
Phyllochaeopterus claparedii,McIntosh,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Chaetopteridae,,,,,not in CDC records,,,Chaetopteridae,,NA,,NA,FALSE,NA,NA,NA,0,,,,,,unknown
Phyllochaeopterus prolifica,Potts,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Chaetopteridae,,,,,not in CDC records,,,Phyllochaetopterus prolifica,,NA,,NA,FALSE,NA,NA,NA,0,,,,,,unknown
Phyllodoce spp.,L.,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Phyllodociformia,,Phyllodocidae,Phyllodocinae,,,,not in CDC records,,,Phyllodoce,,NA,,NA,FALSE,NA,NA,NA,339338,Phyllodoce,,Phyllodoce,,,accepted
Phytomyza agromyzina,Meigen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,not in CDC records,,,Phytomyza agromyzina,332309,NA,,NA,FALSE,NA,NA,NA,332309,Phytomyza agromyzina,Cyclorrhapha,Phytomyza,agromyzina,,accepted
Phytomyza tiarellae,Griffiths,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Opomyzoidea,Agromyzidae,Phytomyzinae,,,,not in CDC records,,,Phytomyza tiarellae,349464,NA,,NA,FALSE,NA,NA,NA,349464,Phytomyza tiarellae,Cyclorrhapha,Phytomyza,tiarellae,,accepted
Phytoptus laevis,Nalepa,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Sarcoptiformes,Endeostigmata,Eriophyoidea,Eriophyidae,Eriophyinae,Eriophyini,,,not in CDC records,,,Eriophyes laevis,464223,NA,,NA,FALSE,NA,NA,NA,464223,Eriophyes laevis,,Eriophyes,laevis,,unaccepted
Pileolaria spp.,Rioja,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,Spirorbinae,Pileolariini,,,not in CDC records,,,Pileolaria,,NA,,NA,FALSE,NA,NA,NA,533325,Pileolaria,,Pileolaria,,,accepted
Pista elongata,Moore,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,Terebellidae,Terebellinae,,,,not in CDC records,,,Pista elongata,,NA,,NA,FALSE,NA,NA,NA,338339,Pista elongata,,Pista,elongata,,accepted
Placiphorella rufa,Berry,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,,,genus not in CDC records,,,Placiphorella rufa,,NA,,NA,FALSE,NA,NA,NA,547332,Placiphorella rufa,,Placiphorella,rufa,,accepted
Placiphorella velata,"Carpenter MS, Dall",Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,,,genus not in CDC records,,,Placiphorella velata,,NA,,NA,FALSE,NA,NA,NA,55354,Placiphorella velata,,Placiphorella,velata,,accepted
Plagiochila satoi,Hatt.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,Plagiochilaceae,,,,,SNR,,,Plagiochila satoi,,snr,,NA,FALSE,not-listed,NA,NA,166978,Plagiochila satoi,,Plagiochila,satoi,,accepted
Platycheirus hyperboreus,(Staeger),Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Bacchini,,,not in CDC records,,,Platycheirus hyperboreus,,NA,,NA,FALSE,NA,NA,NA,1024522,Platycheirus hyperboreus,Cyclorrhapha,Platycheirus,hyperboreus,,accepted
Plebejus glandon ssp. franklinii,J. Curtis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Polyommatinae,Polyommatini,,,ssp. not in CDC records,,,Agriades glandon franklinii,,NA,,NA,FALSE,NA,NA,NA,483720,Agriades glandon franklinii,,Agriades,glandon,Agriades glandon franklinii,unaccepted
Pleroneura californica,Ashmead,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Xyeloidea,Xyelidae,,,,,genus not in CDC records,,,Pleroneura californica,,NA,,NA,FALSE,NA,NA,NA,1375262,Pleroneura californica,,Pleroneura,californica,,accepted
Pleurobrachia bachei,Agassiz,Animalia,Ctenophora,,,Tentaculata,,,Cydippida,,,Cydippidae,,,,,genus not in CDC records,,,Pleurobrachia bachei,117705,NA,,NA,FALSE,NA,NA,NA,117705,Pleurobrachia bachei,,Pleurobrachia,bachei,,accepted
Plumularia setacea,L.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Plumularioidea,Plumulariidae,,,,,genus not in CDC records,,,Plumularia setacea,,NA,,NA,FALSE,NA,NA,NA,209141,Plumularia setacea,,Plumularia,setacea,,accepted
Pollenia angustigena,Wainwright,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Polleniidae,,,,,genus not in CDC records,,,Pollenia angustigena,,NA,,NA,FALSE,NA,NA,NA,701293,Pollenia angustigena,Cyclorrhapha,Pollenia,angustigena,,accepted
Pollenia rudis,Fabricius,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Polleniidae,,,,,genus not in CDC records,,,Pollenia rudis,,NA,,NA,FALSE,NA,NA,NA,337416,Pollenia rudis,Cyclorrhapha,Pollenia,rudis,,accepted
Pollenia vagabunda,Meigen,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Oestroidea,Polleniidae,,,,,genus not in CDC records,,,Pollenia vagabunda,,NA,,NA,FALSE,NA,NA,NA,448298,Pollenia vagabunda,Cyclorrhapha,Pollenia,vagabunda,,accepted
Polygonia gracilis ssp. zephyrus,W.H. Edwards,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,,,ssp. not in CDC records,,,Polygonia gracilis zephyrus,238095,NA,,NA,FALSE,NA,NA,NA,238095,Polygonia gracilis zephyrus,,Polygonia,gracilis,Polygonia gracilis zephyrus,accepted
Polyorchis penicillatus,Eschscholtz,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,,,genus not in CDC records,,,Polyorchis penicillatus,,NA,,NA,FALSE,NA,NA,NA,51640,Polyorchis penicillatus,,Polyorchis,penicillatus,,accepted
Polyphemus pediculus,L.,Animalia,Arthropoda,Crustacea,,Branchiopoda,Phyllopoda,Diplostraca,Onychopoda,,,Polyphemidae,,,,,not in CDC records,,,Polyphemus pediculus,,NA,,NA,FALSE,NA,NA,NA,483930,Polyphemus pediculus,,Polyphemus,pediculus,,accepted
Poraniopsis inflata,Fisher,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Poraniidae,,,,,genus not in CDC records,,,Poraniopsis inflata,,NA,,NA,FALSE,NA,NA,NA,1064871,Poraniopsis inflata,,Poraniopsis,inflata,,accepted
Porphyra nereocystis,C.Agardh,Plantae,Rhodophyta,Eurhodophytina,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,,,not in CDC records,,,Pyropia nereocystis,,NA,,NA,FALSE,NA,NA,NA,542165,Pyropia nereocystis,,Pyropia,nereocystis,,unaccepted
Primavelans insculpta,Hincks,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Pacificincolidae,,,,,genus not in CDC records,,,Primavelans insculpta,,NA,,NA,FALSE,NA,NA,NA,429861,Primavelans insculpta,,Primavelans,insculpta,,accepted
Pristiphora geniculata,Hartig,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,Nematini,,,SNR,,,Pristiphora geniculata,228729,snr,,NA,FALSE,not-listed,NA,NA,228729,Pristiphora geniculata,,Pristiphora,geniculata,,accepted
Pseudochitinopoma occidentalis,Bush,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,,,not in CDC records,,,Pseudochitinopoma occidentalis,,NA,,NA,FALSE,NA,NA,NA,538107,Pseudochitinopoma occidentalis,,Pseudochitinopoma,occidentalis,,accepted
Pseudofumaria lutea,(L.) Borkh.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Fumarioideae,Fumarieae,,,unlisted,,,Pseudofumaria lutea,130800,NA,,NA,FALSE,NA,NA,NA,130800,Pseudofumaria lutea,,Pseudofumaria,lutea,,accepted
Pteraster militaris,Müller,Animalia,Echinodermata,Asterozoa,,Asteroidea,,,Velatida,,,Pterasteridae,,,,,genus not in CDC records,,,Pteraster militaris,255713,NA,,NA,FALSE,NA,NA,NA,255713,Pteraster militaris,,Pteraster,militaris,,accepted
Pteroxanium kelloggi,Ribaga,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Psocodea,Trogiomorpha,,Lepidopsocidae,,,,,not in CDC records,,,Pteroxanium kelloggi,318307,NA,,NA,FALSE,NA,NA,NA,318307,Pteroxanium kelloggi,Atropetae,Pteroxanium,kelloggi,,accepted
Ptychogastria polaris,Allman,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Trachymedusae,,,Ptychogastriidae,,,,,genus not in CDC records,,,Ptychogastria polaris,1072700,NA,,NA,FALSE,NA,NA,NA,1072700,Ptychogastria polaris,,Ptychogastria,polaris,,accepted
Pyura mirabilis,Drasche,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,,,genus not in CDC records,,,Pyura mirabilis,,NA,,NA,FALSE,NA,NA,NA,552416,Pyura mirabilis,,Pyura,mirabilis,,accepted
Quasitetrastemma nigrifrons,Coe,Animalia,Nemertera,,,Hoplonemertea,,,Monostilifera,,,Amphiporidae,,,,,not in CDC records but is in Efauna,,,Quasitetrastemma nigrifrons,,NA,,NA,FALSE,NA,NA,NA,0,,,,,,unknown
Quercus rubra,L.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,,,unlisted,,,Quercus rubra,49005,NA,,NA,FALSE,NA,NA,NA,49005,Quercus rubra,,Quercus,rubra,,accepted
Racomitrium aquaticum,(Brid. ex Schrad.) rbid.,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,,,S3S4 (2015),,,Racomitrium aquaticum,,s3s4,,NA,FALSE,blue,NA,NA,167676,Racomitrium aquaticum,,Racomitrium,aquaticum,,accepted
Racomitrium brevipes,Kindb. in Mac.,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,,,S3S4 (2015),,,Racomitrium brevipes,,s3s4,,NA,FALSE,blue,NA,NA,167677,Racomitrium brevipes,,Racomitrium,brevipes,,accepted
Racomitrium muticum,(Kindb. in Mac.) Frisv.,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,,,S4S5,,,Racomitrium muticum,,s4s5,,NA,FALSE,yellow,NA,NA,167688,Racomitrium muticum,,Racomitrium,muticum,,accepted
Racomitrium occidentale,(Renauld & Cardot) Renauld & Cardot,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,,,S4S5 (2015),,,Racomitrium occidentale,,s4s5,,NA,FALSE,yellow,NA,NA,167690,Racomitrium occidentale,,Racomitrium,occidentale,,accepted
Racomitrium pygmaeum,Frisv.,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,,,S3,,,Racomitrium pygmaeum,,s3,,NA,FALSE,blue,NA,NA,167693,Racomitrium pygmaeum,,Racomitrium,pygmaeum,,accepted
Ranunculus eschscholtzii,Schltdl.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,Ranunculeae,,,S5 (2000),,,Ranunculus eschscholtzii,78822,s5,,NA,FALSE,yellow,NA,NA,78822,Ranunculus eschscholtzii,,Ranunculus,eschscholtzii,,accepted
Reynoutria × bohemica,Chrtek & Chrtková,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,Polygoneae,Reynoutria × bohemica,,SNA (2008),,,Reynoutria × bohemica,,sna,,NA,FALSE,not-listed,NA,NA,850784,Reynoutria × bohemica,,Reynoutria,,,accepted
Rhagio tringarius,L.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Rhagionidae,Rhagioninae,,,,not in CDC records,,,Rhagio tringarius,0,NA,,NA,FALSE,NA,NA,NA,321826,Rhagio tringarius,Orthorrhapha,Rhagio,tringarius,,accepted
Rhizocaulus verticillatus,L.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,,,,genus not in CDC records,,,Rhizocaulus verticillatus,,NA,,NA,FALSE,NA,NA,NA,127158,Rhizocaulus verticillatus,,Rhizocaulus,verticillatus,,accepted
Rhizorhagium roseum,Levinson,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Bougainvilliidae,,,,,genus not in CDC records,,,Rhizorhagium roseum,,NA,,NA,FALSE,NA,NA,NA,547422,Rhizorhagium roseum,,Rhizorhagium,roseum,,accepted
Rhodochorton purpureum,(Lightfoot) Rosenvinge,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Nemaliophycidae,,Acrochaetiales,,,Rhodochortonaceae,,,,,not in CDC records,,,Rhodochorton purpureum,345105,NA,,NA,FALSE,NA,NA,NA,345105,Rhodochorton purpureum,,Rhodochorton,purpureum,,accepted
Rhodymenia californica,Kylin,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Rhodymeniales,,,Rhodymeniaceae,,,,,not in CDC records,,,Rhodymenia californica,133214,NA,,NA,FALSE,NA,NA,NA,133214,Rhodymenia californica,,Rhodymenia,californica,,accepted
Rhyacophila sp.,Pictet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,,genus not in CDC records,,,Rhyacophila,,NA,,NA,FALSE,NA,NA,NA,91754,Rhyacophila,,Rhyacophila,,,accepted
Rocinela propodialis,Richardson,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Cymothoida,Cymothooidea,Aegidae,,,,,genus not in CDC records,,,Rocinela propodialis,,NA,,NA,FALSE,NA,NA,NA,429509,Rocinela propodialis,,Rocinela,propodialis,,accepted
Rostanga pulchra,MacFarland,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Discodorididae,,,,,genus not in CDC records,,,Rostanga pulchra,,NA,,NA,FALSE,NA,NA,NA,47473,Rostanga pulchra,Doridoidei,Rostanga,pulchra,,accepted
Rubus plicatus,Weihe & Nees,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Rubeae,,,not in CDC records,,,Rubus plicatus,,NA,,NA,FALSE,NA,NA,NA,1449412,Rubus plicatus,,Rubus,plicatus,,accepted
Sabellaria cementarium,Moore,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Sabellariidae,,,,,not in CDC records,,,Neosabellaria cementarium,,NA,,NA,FALSE,NA,NA,NA,339237,Neosabellaria cementarium,,Neosabellaria,cementarium,,unaccepted
Salvia rosmarinus,Spenn.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,,,not in CDC records,,,Salvia rosmarinus,636795,NA,,NA,FALSE,NA,NA,NA,636795,Salvia rosmarinus,,Salvia,rosmarinus,,accepted
Sarsia tubulosa,Sars,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,,,genus not in CDC records,,,Sarsia tubulosa,,NA,,NA,FALSE,NA,NA,NA,448319,Sarsia tubulosa,,Sarsia,tubulosa,,accepted
Saxidomus gigantea,Deshayes,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Veneroidea,Veneridae,Callocardiinae,,,,genus not in CDC records,,,Saxidomus gigantea,130233,NA,,NA,FALSE,NA,NA,NA,130233,Saxidomus gigantea,,Saxidomus,gigantea,,accepted
Scaeva pyrastri,L.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,Syrphini,,,not in CDC records,,,Scaeva pyrastri,,NA,,NA,FALSE,NA,NA,NA,52160,Scaeva pyrastri,Cyclorrhapha,Scaeva,pyrastri,,accepted
Scathophaga stercoraria,L.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Scathophagidae,Scathophaginae,Scathophagini,,,genus not in CDC records,,,Scathophaga stercoraria,132718,NA,,NA,FALSE,NA,NA,NA,132718,Scathophaga stercoraria,Cyclorrhapha,Scathophaga,stercoraria,,accepted
Sceloporus occidentalis,"Baird and Girard, 1852",Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Phrynosomatidae,Sceloporinae,,,,unlisted,,,Sceloporus occidentalis,,NA,,NA,FALSE,NA,NA,NA,36204,Sceloporus occidentalis,Iguania,Sceloporus,occidentalis,,accepted
Schizobranchia insignis,Bush,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Sabellidae,Sabellinae,,,,not in CDC records,,,Schizobranchia insignis,339561,NA,,NA,FALSE,NA,NA,NA,339561,Schizobranchia insignis,,Schizobranchia,insignis,,accepted
Schizoporella japonica,Ortmann,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Schizoporellidae,,,,,genus not in CDC records,,,Schizoporella japonica,519486,NA,,NA,FALSE,NA,NA,NA,519486,Schizoporella japonica,,Schizoporella,japonica,,accepted
Schizymenia pacifica,(Kylin) Kylin,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Rhodymeniophycidae,,Nemastomatales,,,Schizymeniaceae,,,,,not in CDC records,,,Schizymenia pacifica,,NA,,NA,FALSE,NA,NA,NA,339050,Schizymenia pacifica,,Schizymenia,pacifica,,accepted
Schuchertinia milleri,Torrey,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,,,genus not in CDC records,,,Schuchertinia milleri,,NA,,NA,FALSE,NA,NA,NA,854771,Schuchertinia milleri,,Schuchertinia,milleri,,accepted
Sciuro-hypnum reflexum reflexum,(Starke in Web. & Mohr) Schimp.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,,Sciuro-hypnum reflexum reflexum,S4S5 (2011),,,Sciuro-hypnum reflexum reflexum,,s4s5,,NA,FALSE,yellow,NA,NA,1122133,Sciuro-hypnum reflexum reflexum,,Sciuro-hypnum,reflexum,,accepted
Scleropodium cespitans sublaeve,Schimp. in B.S.G. (genus),Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,,Scleropodium cespitans sublaeve,SH (2011),,,Scleropodium cespitans sublaeve,,sh,,NA,FALSE,extirpated,NA,NA,242830,Scleropodium cespitans sublaeve,,Scleropodium,cespitans,,accepted
Scleropodium touretii var. colpophyllum,(Sull.) E. Lawton ex H.A. Crum,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,,Scleropodium touretii colpophyllum,S2S3 (2011),,,Scleropodium touretii colpophyllum,,s2s3,,NA,FALSE,blue,NA,NA,242831,Scleropodium touretii colpophyllum,,Scleropodium,touretii,,accepted
Scytosiphon lomentaria,(Lyngbye) J. Agardh,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Scytosiphonaceae,,,,,not in CDC records,,,Scytosiphon lomentaria,182932,NA,,NA,FALSE,NA,NA,NA,182932,Scytosiphon lomentaria,,Scytosiphon,lomentaria,,accepted
Selaginopsis sp.,Allman,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,,,,genus not in CDC records,,,Thuiaria,,NA,,NA,FALSE,NA,NA,NA,514521,Thuiaria,,Thuiaria,,,unaccepted
Semibalanus cariosus,Pallas,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Balanoidea,Balanidae,,,,,genus not in CDC records,,,Semibalanus cariosus,,NA,,NA,FALSE,NA,NA,NA,47658,Semibalanus cariosus,,Semibalanus,cariosus,,accepted
Sericomyia militaris,Walker,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Eristalinae,Milesiini,,,not in CDC records,,,Sericomyia militaris,320907,NA,,NA,FALSE,NA,NA,NA,320907,Sericomyia militaris,Cyclorrhapha,Sericomyia,militaris,,accepted
Sertularella spp. / Sertularia spp.,Gray,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertularellidae,,,,,genus not in CDC records,,,Sertularella,,NA,,NA,FALSE,NA,NA,NA,60656,Sertularella,,Sertularella,,,accepted
Sigara lineata,(Forester),Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Corixoidea,Corixidae,Corixinae,Corixini,,,not in CDC records,,,Sigara lineata,,NA,,NA,FALSE,NA,NA,NA,230898,Sigara lineata,Nepomorpha,Sigara,lineata,,accepted
Silene flos-cuculi,(L.) Greuter & Burdet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,,,unlisted,,,Silene flos-cuculi,740984,NA,,NA,FALSE,NA,NA,NA,740984,Silene flos-cuculi,,Silene,flos-cuculi,,accepted
