"scientificName","taxonID","institutionCode","collectionCode","catalogNumber","occurrenceID","materialSampleID","references","recordedBy","recordNumber","gbifID","fieldNumber","eventDate","locality","coordinateUncertaintyInMeters","habitat","verbatimDepth","samplingProtocol","occurrenceRemarks","individualCount","identifiedBy","iNaturalistTaxonId","iNaturalistTaxonName","decimalLatitude","decimalLongitude","dataset"
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2019-03-12_1m_7,,,,,4880034458,,2019-03-12,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2019-05-02_5m_5,,,,,4880034451,,2019-05-02,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2016-03-29_1m_7,,,,,4880034388,,2016-03-29,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2021-07-20_5m_10,,,,,4880034334,,2021-07-20,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2020-06-04_5m_1,,,,,4880034182,,2020-06-04,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2017-08-08_1m_8,,,,,4880034171,,2017-08-08,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2021-09-02_5m_11,,,,,4880034157,,2021-09-02,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2018-11-07_1m_2,,,,,4880034073,,2018-11-07,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2019-07-18_5m_1,,,,,4880033984,,2019-07-18,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2021-03-09_5m_4,,,,,4880033979,,2021-03-09,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2020-06-11_5m_5,,,,,4880033820,,2020-06-11,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2021-03-30_5m_13,,,,,4880033772,,2021-03-30,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2016-11-09_1m_4,,,,,4880033763,,2016-11-09,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2018-05-02_1m_7,,,,,4880033744,,2018-05-02,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2016-04-28_1m_2,,,,,4880033651,,2016-04-28,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2018-08-21_1m_1,,,,,4880033632,,2018-08-21,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2021-06-22_5m_3,,,,,4880033578,,2021-06-22,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2018-05-15_1m_13,,,,,4880033487,,2018-05-15,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2021-08-03_5m_17,,,,,4880033256,,2021-08-03,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2018-09-25_1m_5,,,,,4880033253,,2018-09-25,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2020-06-30_5m_2,,,,,4880033213,,2020-06-30,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2021-05-19_5m_7,,,,,4880033198,,2021-05-19,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2021-06-15_5m_5,,,,,4880033132,,2021-06-15,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2018-01-31_1m_1,,,,,4880033008,,2018-01-31,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2020-05-26_5m_7,,,,,4880032991,,2020-05-26,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2019-02-21_1m_5,,,,,4880032885,,2019-02-21,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2021-04-19_5m_14,,,,,4880032853,,2021-04-19,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2019-02-26_1m_4,,,,,4880032826,,2019-02-26,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2018-04-17_1m_16,,,,,4880032745,,2018-04-17,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2021-10-05_5m_3,,,,,4880032525,,2021-10-05,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2019-08-29_5m_4,,,,,4880032500,,2019-08-29,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2020-11-19_5m_7,,,,,4880032479,,2020-11-19,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2020-08-26_5m_9,,,,,4880032471,,2020-08-26,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2018-10-16_1m_10,,,,,4880032470,,2018-10-16,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2020-02-26_5m_3,,,,,4880032412,,2020-02-26,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2020-08-13_5m_5,,,,,4880032411,,2020-08-13,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2017-07-24_1m_1,,,,,4880032371,,2017-07-24,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2021-04-14_5m_18,,,,,4880032307,,2021-04-14,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
Cylindrotheca closterium,203739,Hakai,,,Hakai_phyto_QU39_2018-02-06_1m_2,,,,,4880032254,,2018-02-06,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,203739,Cylindrotheca closterium,50.0307,-125.0992,
