Taxon,Author,Author of Sub Species or Variety,Common Name,Kingdom,Phylum,Sub-phylum,Super-class,Class,Subclass,Super-order,Order,Sub-order,Super-family,Family,Subfamily,Origin,Status,Reporting,Documented,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,Catalogue Number,First Documented,Documenter,iNaturalist Link,iNaturalist photo,Notes,ID,Stats Code,,,,
Spergularia canadensis occidentalis,(Pers.) G. Don,,Canada sandspurry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,native,S5 (2000) ,confirmed,documented,1914-07-00,James A. Wattie ,UBC,UBC: V190187,2015-06-06,judithofsquamish,http://www.inaturalist.org/observations/4500471,https://static.inaturalist.org/photos/5439923/medium.jpeg?1478373505,,81378,,,,,
Spergularia macrotheca,(Hornem.) Heynh.,,sticky sand-spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,native,S3S4 (2006) ,new 2018,documented,,,,,2018-07-16,judithofsquamish,https://www.inaturalist.org/observations/14469343,https://static.inaturalist.org/photos/21536435/medium.jpeg?1531886330,,61472,,,,,
Spergularia marina,J. & K. Presl,,salt marsh sand-spurry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,exotic,SNA (2019),reported,undocumented,1940-09-05,,RBCM,V013435,,,,,original record S. salina,79169,,,,,
Spergularia rubra,(L.) J. Presl & K. Presl,,red sand spurrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,exotic,SNA (2001),confirmed,documented,1974-06-18,,RBCM,V082551,2016-06-27,judithofsquamish,http://www.inaturalist.org/observations/4503353,https://static.inaturalist.org/photos/5445017/medium.jpeg?1478400827,,55730,,,,,
Spinulum annotinum,(L.) A. Haines ,,interrupted clubmoss,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodioideae,native,S5 (2000),confirmed,documented,1965-07-29,B. Fraser ,UBC,UBC: V158285,2015-09-13,judithofsquamish,https://www.inaturalist.org/observations/6217019,https://static.inaturalist.org/photos/7810067/medium.jpeg?1494822331,,204168,,,,,
Spiraea douglasii,Hook.,,rose spiraea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,native,S5 (2000),confirmed,documented,1967-06-25,Pat Warrington,LEA,,2017-05-31,sea2skynaturebc,http://inaturalist.ca/observations/6444048,https://static.inaturalist.org/photos/8141654/medium.jpg?1496243855,,62493,,,,,
Spiraea splendens,Baumann ex K. Koch ,,mountain spiraea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,native,S3S4 (2015),confirmed,documented,1997-07-13,Gerald B. Straley ,UBC,UBC: V226171,2018-07-19,derekkillby,https://www.inaturalist.org/observations/14583101,https://static.inaturalist.org/photos/21732751/medium.jpg?1532206471,,79183,,,,,
Spiranthes romanzoffiana,Cham.,,hooded ladies' tresses,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,native,S4? (2015) ,confirmed,documented,1965-07-09,Jake P. Luitjens,UBC,UBC: V219079,2007-07-28,hillanddale,https://www.inaturalist.org/observations/9630323,https://static.inaturalist.org/photos/13147758/medium.jpeg?1517060273,,50743,,,,,
Stachys byzantina,K. Koch,,lamb's ears,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,exotic,SNA (2019),new 2019,documented,,,,,2019-03-10,benkeen,https://www.inaturalist.org/observations/21126505,https://static.inaturalist.org/photos/32653436/medium.jpg?1552256020,,127480,,,,,
Stellaria borealis subsp. borealis ,Bigelow ,,boreal starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,native,S5 (2000) ,reported,undocumented,1965-07-06,B. Fraser ,UBC,UBC: V158305,,,,,,238712,,,,,
Stellaria calycantha ,(Ledeb.) Bong.,,northern starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,native,S4S5 (2015),reported,undocumented,1965-07-26,B. Fraser ,UBC,UBC: V158264,,,,,,79200,,,,,
Stellaria crassifolia ,Ehrh.,,fleshy stitchwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,native,S4S5 (2015),reported,undocumented,1951-08-31,W. Cottle ,UBC,UBC: V27286,,,,,,169334,,,,,
Stellaria crispa ,Cham. & Schltdl.,,crisp starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,native,S5 (2015),reported,undocumented,1974-06-11,Charles E. Beil ,UBC,UBC: V176106,,,,,,79201,,,,,
Stellaria humifusa,Rottb.,,creeping sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,native,S4 (2015),new 2015,documented,,,,,2015-04-29,judithofsquamish,http://www.inaturalist.org/observations/4503495,https://static.inaturalist.org/photos/5445396/medium.jpeg?1478402216,,169339,,,,,
Stellaria longipes subsp. longipes ,Goldie,,longstalk starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,native,S5 (2000),reported,undocumented,1927-08-00,F. Perry ,UBC,UBC: V8133,,,,,,80222,,,,,
Stellaria longifolia,Muhl. ex Willd.,,long-leaved starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,native,S4S5 (2015),new 2016,documented,,,,,2016-05-21,judithofsquamish,http://www.inaturalist.org/observations/4503706,https://static.inaturalist.org/photos/5445918/medium.jpeg?1478404478,,79202,,,,,
Stellaria media,(L.) Vill.,,common chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Alsinoideae,exotic,SNA (2001),new 2018,documented,,,,,2018-05-06,judithofsquamish,https://www.inaturalist.org/observations/12223056,https://static.inaturalist.org/photos/17564715/medium.jpeg?1525667281,,53298,,,,,
Streptopus amplexifolius,(L.) DC. ,,white twisted-stalk,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Streptopoideae,native,S5 ,reported,undocumented,2010-07-01,Erin R. Manton ,UBC,UBC: V236237,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/7271078,https://static.inaturalist.org/photos/9400113/medium.jpeg?1501383225,,79273,,,,,
Streptopus lanceolatus var. curvipes,(Aiton) Reveal,,rose twisted-stalk,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Streptopoideae,native,S4 (2015) ,confirmed,documented,2010-07-01,Erin R. Manton ,UBC,UBC: V236236,2014-06-28,judithofsquamish,http://www.inaturalist.org/observations/4503937,https://static.inaturalist.org/photos/5446173/medium.jpeg?1478405973,,243120,,,,,
Struthiopteris spicant,(L.) F.W. Weiss,,deer fern,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,,,Blechnaceae,,native,S5 (2015),new 2014,documented,,,,,2014-06-03,judithofsquamish,https://www.inaturalist.org/observations/6157270,https://static.inaturalist.org/photos/7719674/medium.jpeg?1494386387,,774894,,,,,
Symphoricarpos albus,(L.) S.F. Blake,,common snowberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,native,S5 (2000),new 2015,documented,,,,,2016-09-19,sea2skynaturebc,http://inaturalist.ca/observations/4148475,https://static.inaturalist.org/photos/4939351/medium.jpg?1474303346,,48523,,,,,
Symphyotrichum bracteolatum,(A. Gray) G.L. Nesom,,Eaton's aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S4 (2015),new 2015,documented,,,,,2015-09-28,judithofsquamish,https://www.inaturalist.org/observations/8711057,https://static.inaturalist.org/photos/11680886/medium.jpeg?1509993723,*Note the various names considered for the Symphyotrichum in the SquamishEstuary ,79295,,,,,
Symphyotrichum chilense,(Nees) G.L. Nesom,,Pacific aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2019),new 2019,documented,,,,,2019-09-18,judithofsquamish,https://www.inaturalist.org/observations/32994610,https://static.inaturalist.org/photos/51788178/medium.jpeg?1568870795,*Note the various names considered for the Symphyotrichum in the SquamishEstuary ,56861,,,,,
Symphyotrichum foliaceum,(Lindl. ex DC.) G.L. Nesom,,alpine leafybract aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S4S5 (2008,confirmed,documented,1958-07-25,Vernon C. Brink ,UBC,UBC: V120471,2017-09-22,keeganjd,https://www.inaturalist.org/observations/8071754,https://static.inaturalist.org/photos/10699735/medium.jpg?1506271370,*Note the various names considered for the Symphyotrichum in the SquamishEstuary ,56113,,,,,
Symphyotrichum novi-belgii var. novi-belgii ?,(L.) G.L. Nesom,,New York aster?,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,exotic,SNA ,reported,undocumented,1913-08-00,W. Taylor ,UBC,UBC: V9516,,,,, ,243162,,,,,
Symphyotrichum subspicatum,(Nees) G.L. Nesom,,Douglas's aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2000),new 2015,documented,,,,,2015-09-24,judithofsquamish,https://www.inaturalist.org/observations/8710837,https://static.inaturalist.org/photos/11680545/medium.jpeg?1509992548,*Note the various names considered for the Symphyotrichum in the SquamishEstuary ,79303,,,,,
Symphytum officinale,L.,,common comfrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Boraginoideae,exotic,SNA (2001),new 2017,documented,,,,,2017-05-31,sea2skynaturebc,http://inaturalist.ca/observations/6443849,https://static.inaturalist.org/photos/8141316/medium.jpg?1496242612,,55724,,,,,
Tanacetum officinale,L.,,tansy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,exotic,SNA (2001),new 2016,documented,,,,,2016-09-19,vanezo,http://inaturalist.ca/observations/4148571,https://static.inaturalist.org/photos/4939486/medium.jpg?1474304507, ,55971,,,,,
Tanacetum parthenium,(L.) Sch. Bip.,,feverfew,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,exotic,SNA (2019),new 2019,documented,,,,,2019-09-24,benkeen,https://www.inaturalist.org/observations/33354623,https://static.inaturalist.org/photos/52383126/medium.jpeg?1569383011,,54520,,,,,
Tanacetum vulgare,L.,,tansy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,exotic,SNA (2019),new 2016,documented,,,,,2016-09-19,sea2skynaturebc,http://inaturalist.ca/observations/4148571,https://static.inaturalist.org/photos/4939486/medium.jpg?1474304507,,55971,,,,,
Taraxacum alaskanum ,Rydb.,,none,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,native,S5 (2012),reported,undocumented,1913-08-00,John Davidson,UBC,UBC: V44985,,,,,,556104,,,,,
Taraxacum erythrospermum ,Andrz. ex Besser,,red-seeded dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,exotic,SNA (2001) ,reported,undocumented,1965-07-07,B. Fraser,UBC,UBC: V158307,,,,,,79317,,,,,
Taraxacum officinale,F.H. Wigg,,common dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,exotic,SNA (2001) ,confirmed,documented,1966-07-29,B. Fraser ,UBC,UBC: V158266,2018-09-03,benkeen,https://www.inaturalist.org/observations/16180471,https://static.inaturalist.org/photos/24264742/medium.png?1536005339,,47602,,,,,
Taxus brevifolia,Nutt.,,Pacific yew,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Taxaceae,,native,S5 (2000) ,confirmed,documented,1912-07-11,John Davidson,UBC,UBC: V5631,2019-01-27,judithofsquamish,https://www.inaturalist.org/observations/19924583,https://static.inaturalist.org/photos/30735488/medium.jpeg?1548654879,,55209,,,,,
Tellima grandiflora,(Pursh) Douglas ex Lindl.,,fringe cups,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2015) ,confirmed,documented,1974-06-20,Charles E. Biel ,UBC,UBC: V176063,2017-10-12,sea2skynaturebc,https://www.inaturalist.org/observations/8437609,https://static.inaturalist.org/photos/11238768/medium.jpg?1508216277,,51655,,,,,
Thalictrum sp.,"Tourn, ex L.",,meadow-rues,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Thalictroideae,,genus is in CDC records,new 2019,documented,,,,,2019-03-28,benkeen,https://www.inaturalist.org/observations/21721890,https://static.inaturalist.org/photos/33637278/medium.jpg?1553823503,,53300,,,,,
Thuja plicata,Donn ex D. Don,,western redcedar,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Cupressaceae,,native,S5 (2015),confirmed,documented,1939-03-18,D.C. Buckland ,UBC,UBC: V5301,2016-07-13,judithofsquamish,http://www.inaturalist.org/observations/4508551,https://static.inaturalist.org/photos/5454050/medium.jpeg?1478472905,,48252,,,,,
Tiarella trifoliata var. laciniata,L.,(Hook.) Wheelock,lace foamflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2000),reported,undocumented,1980-06-15,A. E. Grable,WS,WS: 333087,,,,,,51650,,,,,
Tiarella trifoliata unifoliata,L. (Hook.) Kurtz ,,threeleaf foamflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2000),confirmed,documented,1980-06-15,A. E. Grable ,WS,WS: 333064,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/7272723,https://static.inaturalist.org/photos/9401784/medium.jpeg?1501388426,,81427,,,,,
Tiarella trifoliata var. trifoliata ,L.,,threeleaf foamflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2000),confirmed,documented,1980-06-15,A. E. Grable ,WS,WS: 333046,2015-05-09,judithofsquamish,http://www.inaturalist.org/observations/4508657,https://static.inaturalist.org/photos/5454300/medium.jpeg?1478474088,,51649,,,,,
Tolmiea menziesii,(Pursh) Torr. & Gray,,youth on age,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2015) ,new 2017,documented,,,,,2017-05-05,chlorophilia,https://www.inaturalist.org/observations/6113072,https://static.inaturalist.org/photos/7649726/medium.jpeg?1494092269,,128848,,,,,
Tonestus lyallii,(A. Gray) A. Nelson,,Lyall's tonestus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2000),reported,undocumented,1967-08-22,V. Bednar ,UBC,UBC: V158352,,,,,,79371,,,,,
Torreyochloa pallida var. pauciflora ,(Torr.) G.L. Church ,(J. Presl) J.I. Davis,weak manna grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2015),reported,undocumented,1979-07-28,C. M. Tay ,RBCM,V148200,,,,,,81431,,,,,
Toxicodendron diversilobum ,(Torr. & A. Gray) Greene,,Pacific poison oak,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,native,S3S4 (2018) ,reported,undocumented,1931-05-00,Mrs. Norton Smith,UBC,UBC: V5915,,,,,,51080,,,,,
Toxicoscordion venenosum var. venenosum ,(S. Watson) Rydb.,,none,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Melanthiaceae,,native,S5 (2000) ,reported,undocumented,2012-05-02,Erin R. Manton ,UBC,UBC: V238420,,,,,,81432,,,,,
Trautvetteria caroliniensis,(Walter) Vail,,Carolina bugbane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,native,S5 (2000),new 2017,documented,,,,,2017-06-09,sea2skynaturebc,http://inaturalist.ca/observations/6564538,https://static.inaturalist.org/photos/8326351/medium.jpg?1497039338,,79387,,,,,
Triantha glutinosa,Michx.,,sticky false asphodel,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Tofieldiaceae,,native,S5 (2000),confirmed,documented,1989-08-06,T. C. Wells ,WTU,"WTU: 371152, WTU-V-029170",2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/7362020,https://static.inaturalist.org/photos/9545841/medium.jpeg?1501955428,,169913,,,,,
Triantha occidentalis ssp. brevistyla ,(S. Watson) R.R. Gates,(C.L. Hitchc.) Packer,short-style sticky tofieldia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Tofieldiaceae,,native,S5 (2000),reported,undocumented,2016-08-13,Qianshi Lin,UBC,UBC: V245038,,,,,,238899,,,,,
Trifolium aureum,Pollich,,large hop clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,exotic,SNA (2001),new 2018,documented,,,,,2018-07-16,judithofsquamish,https://www.inaturalist.org/observations/14469405,https://static.inaturalist.org/photos/21536573/medium.jpeg?1531886557,,79409,,,,,
Trifolium dubium,Sibth,,lesser hop trefoil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,exotic,SNA (2019),new 2019,documented,,,,,2019-07-21,benkeen,https://www.inaturalist.org/observations/29287005,https://static.inaturalist.org/photos/45699702/medium.jpeg?1563756624,,53313,,,,,
Trifolium hybridum,L.,,Alsike clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,exotic,SNA (2001) ,new 2017,documented,,,,,2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/7362285,https://static.inaturalist.org/photos/9546253/medium.jpeg?1501956366,,61824,,,,,
Trifolium oliganthum ,Steud.,,few flowered clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,native,S5 (2019) ,reported,undocumented,1993-05-24,,RBCM,V182026,,,,,,71122,,,,,
Trifolium pratense,L.,,red clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,exotic,SNA (2001) ,new 2016,documented,,,,,2016-05-21,judithofsquamish,http://www.inaturalist.org/observations/4509418,https://static.inaturalist.org/photos/5455374/medium.jpeg?1478479732,,51875,,,,,
Trifolium repens,L.,,white clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,exotic,SNA (2001),new 2016,documented,,,,,2016-05-17,judithofsquamish,http://www.inaturalist.org/observations/4509465,https://static.inaturalist.org/photos/5455457/medium.jpeg?1478480176,,55745,,,,,
Trifolium wormskioldii,Lehm.,,springbank clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,native,S5 (2001),confirmed,documented,1913-08-10,John Davidson,UBC,UBC: V50927,2016-09-15,judithofsquamish,http://www.inaturalist.org/observations/4509519,https://static.inaturalist.org/photos/5455538/medium.jpeg?1478480638,,71146,,,,,
Triglochin maritima,L.,,common arrowgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Juncaginaceae,,native,S5 (2000),confirmed,documented,1997-05-18,Gerald B. Straley ,UBC,UBC: V226287,2018-08-21,judithofsquamish,https://www.inaturalist.org/observations/15866264,https://static.inaturalist.org/photos/23722310/medium.jpeg?1535167858,,60264,,,,,
Trisetum cernuum ,Trin.,,tall trisetum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2015) ,reported,undocumented,2005-07-29,P.M. Peterson ,UBC,UBC: V225302,,,,,,79444,,,,,
Trisetum spicatum ,(L.) K. Richt.,,spike trisetum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2015) ,reported,undocumented,1912-08-14,John Davidson,UBC,UBC: V21178,,,,,,79446,,,,,
Triteleia grandiflora ,Lindl.,,large-flower triplet lily,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Brodiaeoideae,native,S4 (2015) ,reported,undocumented,1916-07-15,W. Taylor,UBC,UBC: V219822,,,,,,79452,,,,,
Triteleia hyacinthina ,(Lindl.) Greene,,white brodiaea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Brodiaeoideae,native,S4 (2015),reported,undocumented,2001-06-15,Helen Kennedy ,UBC,UBC: V217115,,,,,,57132,,,,,
Trollius laxus albiflorus,(A. Gray) Rydb.,,spreading globeflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,native,S5 (2000),reported,undocumented,1914-08-02,John Davidson,UBC,UBC: V34777,,,,,"herbarium record T. albiflorus which is currently also accepted by I.T.I.S., FNA, BC CDC",238943,,,,,
Tsuga heterophylla,(Raf.) Sarg.,,western hemlock,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,native,S5 (2015),confirmed,documented,1976-04-30,N.E. Kenny,UBC,UBC: V182048,2015-03-13,judithofsquamish,https://www.inaturalist.org/observations/5997546,https://static.inaturalist.org/photos/7500549/medium.jpeg?1493405802,,48254,,,,,
Tsuga mertensiana,(Bong.) Carr.,,mountain hemlock,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Pinaceae,,native,S5 (2000),confirmed,documented,1976-04-30,N.E. Kenny ,UBC,UBC: V182052,2015-03-13,judithofsquamish,https://www.inaturalist.org/observations/5997925,https://static.inaturalist.org/photos/7501173/medium.jpeg?1493407789,,68089,,,,,
