iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Accession Number,iNaturalist Observation Link,iNaturalist Obs Photo Link,Notes,Critical Notes,Common name
Ramaria stricta,54228,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,,,Ramaria,Ramaria stricta,Ramaria stricta,,no status,new 2013,,,SQUAMISH,2013-10-14,hillanddale,,https://www.inaturalist.org/observations/9532830,https://static.inaturalist.org/photos/13000670/medium.jpg?1516405738,,,upright coral fungus
Rhizocarpon geographicum,119888,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,,Rhizocarpon,Rhizocarpon geographicum,Rhizocarpon geographicum,,not in CDC records,new 2018,,,SQUAMISH,2018-10-19,derekkillby,,https://www.inaturalist.org/observations/17661329,https://static.inaturalist.org/photos/26910803/medium.jpg?1539991461,,,yellow map lichen
Rhodofomes cajanderi,764105,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Rhodofomes,Rhodofomes cajanderi,Rhodofomes cajanderi,,no status,new 2019,,,SQUAMISH,2019-09-22,benkeen,,https://www.inaturalist.org/observations/33235019,https://static.inaturalist.org/photos/52183509/medium.jpeg?1569202602,,,rosy conk
Rhytisma punctatum,333838,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Rhytismataceae,,,Rhytisma,Rhytisma punctatum,Rhytisma punctatum,,no status,new 2017,,,SQUAMISH,2017-11-16,judithofsquamish,,https://www.inaturalist.org/observations/8870087,https://static.inaturalist.org/photos/11926471/medium.jpeg?1511152260,,,speckled tar spot
Rickenella fibula,118170,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Rickenellaceae,,,Rickenella,Rickenella fibula,Rickenella fibula,,no status,new 2018,,,SQUAMISH,2018-12-15,benkeen,,https://www.inaturalist.org/observations/19035624,https://static.inaturalist.org/photos/29196371/medium.jpg?1544910187,,,orange moss agaric
Russula albonigra,202417,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,Russula albonigra,Russula albonigra,,no status,new 2018,,,SQUAMISH,2018-10-21,booboo,,https://www.inaturalist.org/observations/17732069,https://static.inaturalist.org/photos/27039023/medium.jpg?1540175406,,,blackening russula
Russula brevipes,118179,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,Russula brevipes,Russula brevipes,,no status,new 2018,,,SQUAMISH,2018-10-21,booboo,,https://www.inaturalist.org/observations/17731851,https://static.inaturalist.org/photos/27038484/medium.jpg?1540174887,,,short-stemmed russula
Russula rosacea,154869,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,Russula rosacea,Russula rosacea,,not in CDC records,new 2018,,,SQUAMISH,2018-12-01,benkeen,,https://www.inaturalist.org/observations/18763396,https://static.inaturalist.org/photos/28734143/medium.jpg?1543702301,,,blood red russula
Russula xerampelina,154875,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Russula,Russula xerampelina,Russula xerampelina,,no status,new 2018,,,SQUAMISH,2018-10-21,booboo,,https://www.inaturalist.org/observations/17723949,https://static.inaturalist.org/photos/27023287/medium.jpg?1540160627,,,shellfish-scented russula
Sarcodon imbricatus,122335,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Sarcodon,Sarcodon imbricatus,Sarcodon imbricatus,,no status,new 2018,,,SQUAMISH,2018-11-07,judithofsquamish,,https://www.inaturalist.org/observations/18263101,https://static.inaturalist.org/photos/27899308/medium.jpeg?1541695517,,,shingled hedgehog
Sarcomyxa serotina,63585,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Mycenaceae,,,Sarcomyxa,Sarcomyxa serotina,Sarcomyxa serotina,,not in CDC records,new 2018,,,SQUAMISH,2018-11-08,judithofsquamish,,https://www.inaturalist.org/observations/18277964,https://static.inaturalist.org/photos/27923351/medium.jpeg?1541738422,,,late oyster
Schizophyllum commune,54573,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Schizophyllineae,,Schizophyllaceae,,,Schizophyllum,Schizophyllum commune,Schizophyllum commune,,no status,new 2018,,,SQUAMISH,2018-11-17,benkeen,,https://www.inaturalist.org/observations/18460482,https://static.inaturalist.org/photos/28225946/medium.jpg?1542499696,,,splitgill mushroom
Scytinotus longinquus,498511,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pleurotineae,,Pleurotaceae,,,Scytinotus,Scytinotus longinquus,Scytinotus longinquus,,no status,new 2018,,,SQUAMISH,2018-12-23,benkeen,,https://www.inaturalist.org/observations/19181482,https://static.inaturalist.org/photos/29459959/medium.jpg?1545605803,,,none
Solorina crocea,231135,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,Peltigeraceae,,,Solorina,Solorina crocea,Solorina crocea,Native,S5 (2018),new 2013,,,SQUAMISH,2013-09-08,judithofsquamish,,https://www.inaturalist.org/observations/6157588,https://static.inaturalist.org/photos/7720219/medium.jpeg?1494388416,,,chocolate chip lichen
Sparassis radicata,486226,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Sparassidaceae,,,Sparassis,Sparassis radicata,Sparassis radicata,,not in CDC records,new 2017,,,SQUAMISH,2017-09-30,rainwalker,,https://www.inaturalist.org/observations/8197209,https://static.inaturalist.org/photos/10857558/medium.jpg?1506824114,,,western cauliflower mushroom
Sphaerophorus tuckermanii,123231,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Sphaerophoraceae,,,Sphaerophorus,Sphaerophorus tuckermanii,Sphaerophorus tuckermanii,Native,S4S5 (2018),new 2018,,,SQUAMISH,2018-07-08,iamscientistsam,,https://www.inaturalist.org/observations/14191270,https://static.inaturalist.org/photos/21045371/medium.jpg?1531109211,,,Tuckerman's coral lichen
Stereum hirsutum,55501,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,Stereum,Stereum hirsutum,Stereum hirsutum,,no status,new 2018,,,SQUAMISH,2018-09-23,benkeen,,https://www.inaturalist.org/observations/16857773,https://static.inaturalist.org/photos/25458186/medium.jpg?1537754387,,,none
Stereum ochraceoflavum,118107,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,Stereum,Stereum ochraceoflavum,Stereum ochraceoflavum,,no status,new 2018,,,SQUAMISH,2018-12-26,benkeen,,https://www.inaturalist.org/observations/19238818,https://static.inaturalist.org/photos/29557414/medium.jpg?1545866965,,,none
Stereum ostrea,55496,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,Stereum,Stereum ostrea,Stereum ostrea,,no status,new 2018,,,SQUAMISH,2018-09-11,benkeen,,https://www.inaturalist.org/observations/16443836,https://static.inaturalist.org/photos/24743524/medium.jpg?1536725357,,,false turkey-tail
Strobilurus trullisatus,118192,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Physalacriaceae,,,Strobilurus,Strobilurus trullisatus,Strobilurus trullisatus,,no status,new 2018,,,SQUAMISH,2018-09-16,benkeen,,https://www.inaturalist.org/observations/16607548,https://static.inaturalist.org/photos/25023710/medium.jpg?1537138474,,,fir-cone mushroom
Stropharia ambigua,53284,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Strophariaceae,,,Stropharia,Stropharia ambigua,Stropharia ambigua,,no status,new 2018,,,SQUAMISH,2018-08-18,citizen1,,https://www.inaturalist.org/observations/15737693,https://static.inaturalist.org/photos/23499603/medium.jpg?1534804987,,,questionable stropharia
Suillus caerulescens,63505,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Suillaceae,,,Suillus,Suillus caerulescens,Suillus caerulescens,,no status,new 2019,,,SQUAMISH,2019-09-08,benkeen,,https://www.inaturalist.org/observations/32379955,https://static.inaturalist.org/photos/50778570/medium.jpeg?1567985257,,,fat jack
Suillus granulatus,179065,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Suillaceae,,,Suillus,Suillus granulatus,Suillus granulatus,,no status,new 2018,,,SQUAMISH,2018-10-21,booboo,,https://www.inaturalist.org/observations/17731542,https://static.inaturalist.org/photos/27037834/medium.jpg?1540174113,,,dotted-stalked suillus
Suillus lakei,118159,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Suillaceae,,,Suillus,Suillus lakei,Suillus lakei,,no status,new 2018,,,SQUAMISH,2018-11-20,judithofsquamish,,https://www.inaturalist.org/observations/18794500,https://static.inaturalist.org/photos/28787431/medium.jpeg?1543812804,,,western painted suillus
Tapinella atrotomentosa,154450,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Tapinellaceae,,,Tapinella,Tapinella atrotomentosa,Tapinella atrotomentosa,,no status,new 2019,,,SQUAMISH,2019-07-25,benkeen,,https://www.inaturalist.org/observations/29553029,https://static.inaturalist.org/photos/46128423/medium.jpeg?1564109679,,,velvet-footed pax
Thelephora terrestris,118102,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Thelephoraceae,,,Thelephora,Thelephora terrestris,Thelephora terrestris,,no status,new 2019,,,SQUAMISH,2019-11-01,gwenlh,,https://www.inaturalist.org/observations/36335226,https://static.inaturalist.org/photos/57425645/medium.jpeg?1575424086,,,common fiber vase
Thelotrema lepadinum,129667,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,Graphidaceae,,,Thelotrema,Thelotrema lepadinum,Thelotrema lepadinum,,not in CDC records,new 2018,,,SQUAMISH,2018-10-09,judithofsquamish,,https://www.inaturalist.org/observations/18013155,https://static.inaturalist.org/photos/27538110/medium.jpeg?1541098082,,,bark barnacles
Trametes cinnabarina,974663,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Trametes,Trametes cinnabarina,Trametes cinnabarina,,not in CDC records,new 2019,,,SQUAMISH,2019-12-06,benkeen,,https://www.inaturalist.org/observations/36420691,https://static.inaturalist.org/photos/57570575/medium.jpeg?1575680153,,,northern cinnabar polypore
Trametes versicolor,54134,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Trametes,Trametes versicolor,Trametes versicolor,,no status,new 2017,,,SQUAMISH,2017-09-19,rainwalker,,https://www.inaturalist.org/observations/8019808,https://static.inaturalist.org/photos/10616058/medium.jpg?1505964083,,,turkey-tail
Tremella mesenterica,48529,Fungi,Basidiomycota,Agaricomycotina,,Tremellomycetes,,,Tremellales,,,Tremellaceae,,,Tremella,Tremella mesenterica,Tremella mesenterica,,no status,new 2018,,,SQUAMISH,2018-03-30,derekkillby,,https://www.inaturalist.org/observations/13792738,https://static.inaturalist.org/photos/20342133/medium.jpg?1529984920,,,witch's butter
Trichaptum biforme,125705,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,,,,Trichaptum,Trichaptum biforme,Trichaptum biforme,,no status,new 2018,,,SQUAMISH,2018-11-05,judithofsquamish,,https://www.inaturalist.org/observations/18172780,https://static.inaturalist.org/photos/27776226/medium.jpeg?1541524406,,,violet-toothed polypore
Trichoderma viride,352599,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Hypocreaceae,,,Trichoderma,Trichoderma viride,Trichoderma viride,,no status,new 2019,,,SQUAMISH,2019-12-07,benkeen,,https://www.inaturalist.org/observations/36446873,https://static.inaturalist.org/photos/57612140/medium.jpeg?1575754882,,,none
Tricholoma zelleri,352611,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Tricholoma,Tricholoma zelleri,Tricholoma zelleri,,no status,new 2018,,,SQUAMISH,2018-10-21,booboo,,https://www.inaturalist.org/observations/17731722,https://static.inaturalist.org/photos/27038198/medium.jpg?1540174517,,,fetid armillaria
Turbinellus floccosus,417398,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,,,Turbinellus,Turbinellus floccosus,Turbinellus floccosus,,no status,new 2019,,,SQUAMISH,2019-09-08,benkeen,,https://www.inaturalist.org/observations/32380350,https://static.inaturalist.org/photos/50779398/medium.jpeg?1567985658,,,scaly chanterelle
Tyromyces chioneus,130946,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Incrustoporiaceae,,,Tyromyces,Tyromyces chioneus,Tyromyces chioneus,,no status,new 2018,,,SQUAMISH,2018-12-26,benkeen,,https://www.inaturalist.org/observations/19238767,https://static.inaturalist.org/photos/29557324/medium.jpg?1545866762,,,white cheese polypore
Usnea glabrescens,233313,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,Usnea glabrescens,Usnea glabrescens,Native,S4 (2018),new 2018,,,SQUAMISH,2018-09-24,keeganjd,,https://www.inaturalist.org/observations/16875386,https://static.inaturalist.org/photos/25488537/medium.jpg?1537810568,,,spotted beard lichen
Usnea longissima,122681,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,Usnea longissima,Usnea longissima,Native,S5 (2019) ,new 2018,,,SQUAMISH,2018-07-08,judithofsquamish,,https://www.inaturalist.org/observations/14218963,https://static.inaturalist.org/photos/21094236/medium.jpeg?1531190013,,,old man's beard
Xanthoparmelia cumberlandia,123230,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,Xanthoparmelia cumberlandia,Xanthoparmelia cumberlandia,Unknown,SU (2019) ,new 2018,,,SQUAMISH,2018-12-07,benkeen,,https://www.inaturalist.org/observations/18883904,https://static.inaturalist.org/photos/28937028/medium.jpg?1544218027,,,Cumberland rock shield
Xerocomellus zelleri,438008,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,,,Xerocomellus,Xerocomellus zelleri,Xerocomellus zelleri,,no status,new 2019,,,SQUAMISH,2019-10-19,benkeen,,https://www.inaturalist.org/observations/34604941,https://static.inaturalist.org/photos/54477046/medium.jpeg?1571519926,,,Zeller's bolete
Xeromphalina campanella,56251,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Typhulaceae,,,Xeromphalina,Xeromphalina campanella,Xeromphalina campanella,,not in CDC records,new 2019,,,SQUAMISH,2019-10-05,benkeen,,https://www.inaturalist.org/observations/33917050,https://static.inaturalist.org/photos/53321392/medium.jpeg?1570312526,,,pinewood gingertail
Xylaria hypoxylon,55267,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,,,Xylaria,Xylaria hypoxylon,Xylaria hypoxylon,,no status,new 2014,,,SQUAMISH,2014-11-09,judithofsquamish,,https://www.inaturalist.org/observations/5972207,https://static.inaturalist.org/photos/7463830/medium.jpeg?1493240373,,,candlesnuff fungus
Xylaria polymorpha,58698,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,,,Xylaria,Xylaria polymorpha,Xylaria polymorpha,,no status,new 2019,,,SQUAMISH,2019-10-05,judithofsquamish,,https://www.inaturalist.org/observations/33930970,https://static.inaturalist.org/photos/53346184/medium.jpeg?1570331052,,,dead man's fingers
Arcyria denudata,56262,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiales,,,Arcyriaceae,,,Arcyria,Arcyria denudata,Arcyria denudata,,not in CDC records,new 2019,,,SQUAMISH,2019-10-05,benkeen,,https://www.inaturalist.org/observations/33917107,https://static.inaturalist.org/photos/53321476/medium.jpeg?1570312569,,,carnival candy slime mold
Arcyria stipata,565889,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiales,,,Arcyriaceae,,,Arcyria,Arcyria stipata,Arcyria stipata,,not in CDC records,new 2019,,,SQUAMISH,2019-10-12,benkeen,,https://www.inaturalist.org/observations/34273553,https://static.inaturalist.org/photos/53918757/medium.jpeg?1570919677,,,none
Badhamia utricularis,56264,Protozoa,Mycetozoa,,,Myxomycetes,,,Physarales,,,Physaraceae,,,Badhamia,Badhamia utricularis,Badhamia utricularis,,not in CDC records,new 2018,,,SQUAMISH,2018-12-19,judithofsquamish,,https://www.inaturalist.org/observations/19166815,https://static.inaturalist.org/photos/29433065/medium.jpeg?1545541119,,,none
Brefeldia maxima,244531,Protozoa,Mycetozoa,,,Myxomycetes,,,Stemonitales,,,Stemonitidaceae,,,Brefeldia,Brefeldia maxima,Brefeldia maxima,,not in CDC records,new 2019,,,SQUAMISH,2019-08-25,kmfret,,https://www.inaturalist.org/observations/32185362,https://static.inaturalist.org/photos/50445419/medium.jpeg?1567713860,,,tapioca slime mold
Ceratiomyxa fruticulosa,56252,Protozoa,Mycetozoa,,,Protosteliomycetes,,,Ceratiomyxales,,,Ceratiomyxaceae,,,Ceratiomyxa,Ceratiomyxa fruticulosa,Ceratiomyxa fruticulosa,,not in CDC records,new 2018,,,SQUAMISH,2018-11-04,judithofsquamish,,https://www.inaturalist.org/observations/18132360,https://static.inaturalist.org/photos/27720742/medium.jpeg?1541434720,,,honeycomb coral slime mold
Fuligo septica,55483,Protozoa,Mycetozoa,,,Myxomycetes,,,Physarales,,,Physaraceae,,,Fuligo,Fuligo septica,Fuligo septica,,not in CDC records,new 2018,,,SQUAMISH,2018-06-27,carl1986,,https://www.inaturalist.org/observations/13860105,https://static.inaturalist.org/photos/20458350/medium.jpg?1530199433,,,dog vomit slime mould
Lycogala epidendrum,47680,Protozoa,Mycetozoa,,,Myxomycetes,,,Liceales,,,Tubiferaceae,,,Lycogala,Lycogala epidendrum,Lycogala epidendrum,,not in CDC records,new 2017,,,SQUAMISH,2017-05-07,edefreit,,https://www.inaturalist.org/observations/6132820,https://static.inaturalist.org/photos/7681698/medium.jpeg?1494203386,,,wolf's milk
Mucilago crustacea,63041,Protozoa,Mycetozoa,,,Myxomycetes,,,Physarales,,,Didymiaceae,,,Mucilago,Mucilago crustacea,Mucilago crustacea,,not in CDC records,new 2019,,,SQUAMISH,2019-04-14,benkeen,,https://www.inaturalist.org/observations/22489593,https://static.inaturalist.org/photos/34839401/medium.jpg?1555283424,,,dog sick slime mould
Trichia decipiens,56275,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiales,,,Trichiaceae,,,Trichia,Trichia decipiens,Trichia decipiens,,not in CDC records,new 2019,,,SQUAMISH,2019-11-11,benkeen,,https://www.inaturalist.org/observations/35584882,https://static.inaturalist.org/photos/56126311/medium.jpeg?1573508445,,,none
Agarum fimbriatum,182954,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Agaraceae,,,Agarum,Agarum fimbriatum,Agarum fimbriatum,native,not in CDC records,reported,2017-08-20,Donna Gibbs,SQUAMISH,,,,, ,,,sea colander kelp
Costaria costata,125877,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Laminariaceae,,,Costaria,Costaria costata,Costaria costata,native,not in CDC records,reported,1995-04-02,Donna Gibbs,SQUAMISH,,,,,,Porteau  49.56103  -123.23512 - 4 examples to show all locations  are provided on Donna Gibbs' spreadsheet,,seersucker kelp
Fucus distichus,69155,Chromista,Ochrophyta,,,Phaeophyceae,,,Fucales,,,Fucaceae,,,Fucus,Fucus distichus,Fucus distichus,native,not in CDC records,confirmed,2004-08-06,Donna Gibbs,SQUAMISH,2015-04-04,judithofsquamish,,https://www.inaturalist.org/observations/9983731,https://static.inaturalist.org/photos/13721389/medium.jpeg?1519521836,,,rockweed
Saccharina latissima,130231,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Laminariaceae,,,Saccharina,Saccharina latissima,Saccharina latissima,native,not in CDC records,reported,2015-01-29,Donna Gibbs,SQUAMISH,,,,,,Porteau  49.56103  -123.23512,,sea belt
Sargassum muticum,130177,Chromista,Ochrophyta,,,Phaeophyceae,,,Fucales,,,Sargassaceae,,,Sargassum,Sargassum muticum,Sargassum muticum,native,not in CDC records,confirmed,1995-04-02,Donna Gibbs,SQUAMISH,2019-04-06,benkeen,,https://www.inaturalist.org/observations/22101511,https://static.inaturalist.org/photos/34213013/medium.jpg?1554574700,,,Japanese wireweed
