Common name,Taxon name,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time
basket-top spaghetti-worm,Pista elongata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
kelp-encrusting bryozoan,Membranipora serrilamella,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
white tuft bryozoans,Crisia spp.,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
northern staghorn bryozoan,Heteropora pacifica,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
southern staghorn bryozoan,Diaperoforma californica,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
lined chiton,Tonicella lineata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
Hind's mopalia,Mopalia hindsii,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
red-flecked mopalia,Mopalia spectabilis,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
Merten's chiton,Lepidozona mertensii,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
giant Pacific chiton,Cryptochiton stelleri,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
spiny pink scallop,Chlamys hastata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
giant rock scallop,Crassadoma gigantea,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
green false-jingle,Pododesmus macrochisma,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
rock entodesma,Entodesma navicula,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
plate limpet,Tectura scutum,2009-10-10T10:03:00,shells,Race Point,49.01167,-123.585,few,open,42,42
whitecap limpet,Acmaea mitra,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
rough keyhole limpet,Diodora aspera,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
hooked slippersnail,Crepidula adunca,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
northern abalone,Haliotis kamtschatkana,2009-10-10T10:03:00,shell,Race Point,49.01167,-123.585,1,open,42,42
wrinkled dogwinkle,Nucella lamellosa,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
leafy hornmouth,Ceratostoma foliatum,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
wrinkled amphissa,Amphissa columbiana,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
sculptured rocksnail,Ocinebrina interfossa,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,1,open,42,42
lurid rocksnail,Ocinebrina lurida,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
blue topsnail,Calliostoma ligatum,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
yellow-rimmed nudibranch,Cadlina luteomarginata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
Hudson's dorid,Acanthodoris hudsoni,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,2,open,42,42
frosted nudibranch,Dirona albolineata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,2,open,42,42
opalescent nudibranch,Hermissenda crassicornis,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
three-lined nudibranch,Flabellina trilineata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
coonstripe shrimp,Pandalus danae,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
pygmy rock crab,Cancer oregonensis,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
sharpnose crab,Scyra acutifrons,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,abundant,open,42,42
graceful decorator crab,Oregonia gracilis,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
heart crab,Phyllolithodes papillosus,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,1,open,42,42
Bering hermit,Pagurus beringanus,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
giant acorn barnacle,Balanus nubilus,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,abundant,open,42,42
mottled star,Evasterias troschelii,2009-10-10T10:03:00,huge,Race Point,49.01167,-123.585,some,open,42,42
rainbow star,Orthasterias koehleri,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
leather star,Dermasterias imbricata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
fat blood star,Henricia sanguinolenta,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
sunflower star,Pycnopodia helianthoides,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
morning sun star,Solaster dawsoni,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
striped sun star,Solaster stimpsoni,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
daisy brittle star,Ophiopholis aculeata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
gray brittle star,Ophiura luetkenii,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
red sea urchin,Mesocentrotus franciscanus,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,abundant,open,42,42
green sea urchin,Strongylocentrotus droebachiensis,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,abundant,open,42,42
giant sea cucumber,Apostichopus californicus,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
red sea cucumber,Cucumaria miniata,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
stiff-footed sea cucumber,Eupentacta quinquesemita,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
creeping pedal sea cucumber,Psolus chitonoides,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
transparent tunicate,Corella willmeriana,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
broadbase tunicate,Cnemidocarpa finmarkiensis,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
hairy tunicate,Boltenia villosa,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
orange social tunicate,Metandrocarpa taylori,2009-10-10T10:03:00,ssmall patches,Race Point,49.01167,-123.585,few,open,42,42
yellow social tunicate,Perophora annectens,2009-10-10T10:03:00,small patches,Race Point,49.01167,-123.585,few,open,42,42
yellow social ascidian,Pycnoclavella stanleyi,2009-10-10T10:03:00,small patches,Race Point,49.01167,-123.585,few,open,42,42
lobed compound tunicate,Cystodytes lobatus,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
white glove leather,Didemnum/Trididemnum complex,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
tubesnout,Aulorhynchus flavidus,2009-10-10T10:03:00,large school of adults,Race Point,49.01167,-123.585,1,open,42,42
blackeye goby,Rhinogobiops nicholsii,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
striped seaperch,Embiotoca lateralis,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
pile perch,Damalichthys vacca,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,some,open,42,42
kelp perch,Brachyistius frenatus,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
copper rockfish,Sebastes caurinus,2009-10-10T10:03:00,sub adults,Race Point,49.01167,-123.585,some,open,42,42
quillback rockfish,Sebastes maliger,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
kelp greenling,Hexagrammos decagrammus,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
lingcod,Ophiodon elongatus,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,2,open,42,42
painted greenling,Oxylebius pictus,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,few,open,42,42
scalyhead sculpin,Artedius harringtoni,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,very many,open,42,42
longfin sculpin,Jordania zonope,2009-10-10T10:03:00,,Race Point,49.01167,-123.585,many,open,42,42
sea lettuces,Ulva spp. / U. lactuca,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,abundant,open,45,43
spongy cushion,Codium setchellii,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
winged kelp,Alaria marginata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
seersucker kelp,Costaria costata,2009-10-11T11:03:00,small,Dionisio Reef,49.015,-123.57833,some,open,45,43
sugar wrack kelp,Saccharina latissima,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
wireweed,Sargassum muticum,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
bull kelp,Nereocystis luetkeana,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,abundant,open,45,43
red rock crust,Hildenbrandia spp.,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,very abundant,open,45,43
filamentous red algae,filamentous red algae,2009-10-11T11:03:00,very bushy and long,Dionisio Reef,49.015,-123.57833,abundant,open,45,43
crustose corallines,Clathromorphum etc.,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,very abundant,open,45,43
beautiful leaf seaweed,Callophyllis spp.,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
Turkish towel,Chondracanthus exasperatus,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
hidden-ribbed red seaweed,Cryptopleura lobulifera,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,very many,open,45,43
bull-kelp nori,Porphyra nereocystis,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,very many,open,45,43
blue branching seaweed,Gloiocladia laciniata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
prickly pear seaweed,Opuntiella californica,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
yellow boring sponge,Cliona californiana,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,many,open,45,43
Bowerbank's crumb of bread sponge,Halichondria bowerbanki,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
red velvety sponge 1,Clathria pennata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
giant plumose anemone,Metridium farcimen,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,very many,open,45,43
painted anemone,Urticina grebelnyi,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
tube-dwelling anemone,Pachycerianthus fimbriatus,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
orange cup coral,Balanophyllia elegans,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,very many,open,45,43
encrusting hydrocoral,Stylantheca papillosa,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
delicate plume hydroid,Plumularia sp.,2009-10-11T11:03:00,very short,Dionisio Reef,49.015,-123.57833,very many,open,45,43
bushy pink-mouth hydroid,Pinauay crocea,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,abundant,open,45,43
spider web hydroid,Orthopyxis sp.,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
muff hydroid,Lafoea dumosa,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
red-trumpet calcareous tubeworm,Serpula columbiana,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,many,open,45,43
dwarf calcareous worm,Pileolaria spp.,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,many,open,45,43
fringed filament-worm,Dodecaceria fewkesi,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,many,open,45,43
parasol feather-duster,Parasabella media,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
Vancouver feather-duster,Eudistylia vancouveri,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
slime-tube feather-duster,Myxicola infundibulum,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
basket-top spaghetti-worm,Pista elongata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
northern staghorn bryozoan,Heteropora pacifica,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,many,open,45,43
southern staghorn bryozoan,Diaperoforma californica,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,many,open,45,43
lined chiton,Tonicella lineata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,abundant,open,45,43
white-line chiton,Tonicella insignis,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
Swan's mopalia,Mopalia swanii,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,1,open,45,43
Hind's mopalia,Mopalia hindsii,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
red-flecked mopalia,Mopalia spectabilis,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
Merten's chiton,Lepidozona mertensii,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
giant Pacific chiton,Cryptochiton stelleri,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
spiny pink scallop,Chlamys hastata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
giant rock scallop,Crassadoma gigantea,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
green false-jingle,Pododesmus macrochisma,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
California sunsetclam,Gari californica,2009-10-11T11:03:00,shells,Dionisio Reef,49.015,-123.57833,some,open,45,43
Kennerley's venus,Humilaria kennerleyi,2009-10-11T11:03:00,shells,Dionisio Reef,49.015,-123.57833,few,open,45,43
whitecap limpet,Acmaea mitra,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
northern abalone,Haliotis kamtschatkana,2009-10-11T11:03:00,shells,Dionisio Reef,49.015,-123.57833,few,open,45,43
wrinkled dogwinkle,Nucella lamellosa,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
leafy hornmouth,Ceratostoma foliatum,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
wrinkled amphissa,Amphissa columbiana,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,very many,open,45,43
blue topsnail,Calliostoma ligatum,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
noble sea lemon,Doris nobilis,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,2,open,45,43
yellow-rimmed nudibranch,Cadlina luteomarginata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
Hudson's dorid,Acanthodoris hudsoni,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,many,open,45,43
Nanaimo nudibranch,Acanthodoris nanaimoensis,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,very many,open,45,43
frosted nudibranch,Dirona albolineata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
opalescent nudibranch,Hermissenda crassicornis,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
red-gilled nudibranch,Flabellina verrucosa,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
sharpnose crab,Scyra acutifrons,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
Bering hermit,Pagurus beringanus,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
giant acorn barnacle,Balanus nubilus,2009-10-11T11:03:00,"solitary, medium",Dionisio Reef,49.015,-123.57833,very many,open,45,43
mottled star,Evasterias troschelii,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
rainbow star,Orthasterias koehleri,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
leather star,Dermasterias imbricata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
blood star,Henricia leviuscula leviuscula,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
sunflower star,Pycnopodia helianthoides,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
morning sun star,Solaster dawsoni,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
striped sun star,Solaster stimpsoni,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
daisy brittle star,Ophiopholis aculeata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
gray brittle star,Ophiura luetkenii,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
red sea urchin,Mesocentrotus franciscanus,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,abundant,open,45,43
green sea urchin,Strongylocentrotus droebachiensis,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,very many,open,45,43
giant sea cucumber,Apostichopus californicus,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
red sea cucumber,Cucumaria miniata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
stiff-footed sea cucumber,Eupentacta quinquesemita,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,many,open,45,43
salt and pepper sea cucumber,Cucumaria piperata,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,1,open,45,43
broadbase tunicate,Cnemidocarpa finmarkiensis,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
orange social tunicate,Metandrocarpa taylori,2009-10-11T11:03:00,colonies,Dionisio Reef,49.015,-123.57833,many,open,45,43
yellow social tunicate,Perophora annectens,2009-10-11T11:03:00,colonies,Dionisio Reef,49.015,-123.57833,few,open,45,43
lobed compound tunicate,Cystodytes lobatus,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
white glove leather,Didemnum/Trididemnum complex,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
blackeye goby,Rhinogobiops nicholsii,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
striped seaperch,Embiotoca lateralis,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
copper rockfish,Sebastes caurinus,2009-10-11T11:03:00,adults,Dionisio Reef,49.015,-123.57833,many,open,45,43
quillback rockfish,Sebastes maliger,2009-10-11T11:03:00,adults,Dionisio Reef,49.015,-123.57833,many,open,45,43
kelp greenling,Hexagrammos decagrammus,2009-10-11T11:03:00,large males mostly,Dionisio Reef,49.015,-123.57833,many,open,45,43
lingcod,Ophiodon elongatus,2009-10-11T11:03:00,small and medium,Dionisio Reef,49.015,-123.57833,few,open,45,43
painted greenling,Oxylebius pictus,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
scalyhead sculpin,Artedius harringtoni,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,few,open,45,43
longfin sculpin,Jordania zonope,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,some,open,45,43
cabezon,Scorpaenichthys marmoratus,2009-10-11T11:03:00,,Dionisio Reef,49.015,-123.57833,1,open,45,43
wireweed,Sargassum muticum,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,few,open,94,52
bull kelp,Nereocystis luetkeana,2009-11-14T10:51:00,old,Spanish Hills Store,48.99,-123.58,some,open,94,52
fringed sea colander kelp,Neoagarum fimbriatum,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,few,open,94,52
red rock crust,Hildenbrandia spp.,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,many,open,94,52
filamentous red algae,filamentous red algae,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,some,open,94,52
crustose corallines,Clathromorphum etc.,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,some,open,94,52
beautiful leaf seaweed,Callophyllis spp.,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,some,open,94,52
hidden-ribbed red seaweed,Cryptopleura lobulifera,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,some,open,94,52
yellow boring sponge,Cliona californiana,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,some,open,94,52
orange cratered encrusting sponge,Hamigera sp.,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,some,open,94,52
red velvety sponge 1,Clathria pennata,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,some,open,94,52
smooth scallop sponge,Mycale adhaerens,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,few,open,94,52
giant plumose anemone,Metridium farcimen,2009-11-14T10:51:00,white,Spanish Hills Store,48.99,-123.58,very many,open,94,52
stubby rose anemone,Urticina clandestina,2009-11-14T10:51:00,,Spanish Hills Store,48.99,-123.58,few,open,94,52
